22377482,95.00,94.69,94.92,3.76,20.64,False
22378482,95.00,94.73,94.92,3.63,20.64,False
22379482,95.00,94.73,94.92,3.64,20.65,False
22380482,95.00,94.73,94.96,3.66,19.90,False
22381482,95.00,94.69,94.92,3.82,20.66,False
22382482,95.00,94.69,94.92,3.84,20.67,False
22383482,95.00,94.69,94.92,3.85,20.68,False
22384482,95.00,94.69,94.88,3.87,21.45,False
22385482,95.00,94.65,94.88,4.03,21.46,False
22386482,95.00,94.65,94.96,4.05,19.95,False
22387482,95.00,94.65,94.88,4.07,21.48,False
22388482,95.00,94.69,94.92,3.94,20.73,False
22389482,95.00,94.69,94.92,3.95,20.74,False
22390482,95.00,94.69,94.92,3.97,20.75,False
22391482,95.00,94.73,94.88,3.83,21.51,False
22392482,95.00,94.69,94.88,3.99,21.52,False
22393482,95.00,94.73,94.88,3.86,21.54,False
22394482,95.00,94.73,94.92,3.87,20.79,False
22395482,95.00,94.77,94.88,3.74,21.56,False
22396482,95.00,94.77,94.92,3.74,20.81,False
22397482,95.00,94.77,94.88,3.76,21.58,False
22398482,95.00,94.80,94.88,3.62,21.59,False
22399482,95.00,94.77,94.92,3.77,20.84,False
22400482,95.00,94.80,94.92,3.64,20.85,False
22401482,95.00,94.84,94.88,3.50,21.62,False
22402482,95.00,94.84,94.88,3.50,21.63,False
22403482,95.00,94.84,94.88,3.51,21.64,False
22404482,95.00,94.80,94.92,3.67,20.89,False
22405482,95.00,94.84,94.92,3.53,20.90,False
22406482,95.00,94.84,94.92,3.53,20.91,False
22407482,95.00,94.84,94.92,3.54,20.92,False
22408482,95.00,94.84,94.92,3.55,20.93,False
22409482,95.00,94.88,94.96,3.41,20.18,False
22410482,95.00,94.88,94.92,3.41,20.94,False
22411482,95.00,94.88,94.88,3.42,21.71,False
22412482,95.00,94.92,94.92,3.27,20.96,False
22413482,95.00,94.92,94.92,3.27,20.97,False
22414482,95.00,94.96,94.88,3.13,21.74,False
22415482,95.00,94.88,94.88,3.43,21.75,False
22416482,95.00,94.96,94.88,3.14,21.76,False
22417482,95.00,94.99,94.88,2.99,21.77,False
22418482,95.00,94.99,94.92,2.98,21.02,False
22419482,95.00,94.96,94.92,3.13,21.03,False
22420482,95.00,95.03,94.88,2.84,21.80,False
22421482,95.00,94.99,94.88,2.98,21.81,False
22422482,95.00,95.07,94.92,2.69,21.06,False
22423482,95.00,95.03,94.88,2.82,21.83,False
22424482,95.00,95.03,94.92,2.83,21.08,False
22425482,95.00,95.03,94.88,2.82,21.85,False
22426482,95.00,95.03,94.88,2.82,21.86,False
22427482,95.00,95.03,94.88,2.82,21.88,False
22428482,95.00,95.07,94.88,2.67,21.89,False
22429482,95.00,95.07,94.88,2.66,21.90,False
22430482,95.00,95.11,94.88,2.51,21.91,False
22431482,95.00,95.11,94.88,2.50,21.92,False
22432482,95.00,95.11,94.92,2.50,21.18,False
22433482,95.00,95.18,94.88,2.19,21.94,False
22434482,95.00,95.14,94.88,2.33,21.96,False
22435482,95.00,95.11,94.92,2.47,21.21,False
22436482,95.00,95.14,94.88,2.32,21.98,False
22437482,95.00,95.07,94.88,2.61,21.99,False
22438482,95.00,95.03,94.88,2.76,22.00,False
22439482,95.00,95.03,94.88,2.76,22.01,False
22441476,95.00,94.99,94.88,0.03,2.41,False
22442476,95.00,95.03,94.88,0.00,2.42,False
22443476,95.00,94.99,94.88,0.02,2.43,False
158778,95.00,45.97,36.35,100.00,100.00,False
159778,95.00,46.01,36.38,100.00,100.00,False
160778,95.00,46.01,36.31,100.00,100.00,False
161778,95.00,46.01,36.35,100.00,100.00,False
162778,95.00,46.01,36.38,100.00,100.00,False
163778,95.00,45.97,36.35,100.00,100.00,False
164778,95.00,46.01,36.38,100.00,100.00,False
165778,95.00,46.01,36.46,100.00,100.00,False
166778,95.00,46.01,36.46,100.00,100.00,False
167778,95.00,46.04,36.57,100.00,100.00,False
168778,95.00,46.04,36.68,100.00,100.00,False
169778,95.00,46.16,36.72,100.00,100.00,False
170778,95.00,46.38,36.87,100.00,100.00,False
171778,95.00,46.64,36.98,100.00,100.00,False
172778,95.00,46.97,37.09,100.00,100.00,False
173778,95.00,47.31,37.24,100.00,100.00,False
174778,95.00,47.68,37.39,100.00,100.00,False
175778,95.00,47.98,37.57,100.00,100.00,False
176778,95.00,48.31,37.72,100.00,100.00,False
177778,95.00,48.65,37.91,100.00,100.00,False
178778,95.00,49.02,38.13,100.00,100.00,False
179778,95.00,49.39,38.35,100.00,100.00,False
180778,95.00,49.80,38.57,100.00,100.00,False
181778,95.00,50.33,38.72,100.00,100.00,False
182778,95.00,50.85,39.02,100.00,100.00,False
183778,95.00,51.33,39.24,100.00,100.00,False
184778,95.00,51.93,39.50,100.00,100.00,False
185778,95.00,52.45,39.72,100.00,100.00,False
186778,95.00,53.08,39.98,100.00,100.00,False
187778,95.00,53.68,40.24,100.00,100.00,False
188778,95.00,54.31,40.50,100.00,100.00,False
189778,95.00,54.87,40.76,100.00,100.00,False
190778,95.00,55.51,41.06,100.00,100.00,False
191778,95.00,56.14,41.29,100.00,100.00,False
192778,95.00,56.85,41.58,100.00,100.00,False
193778,95.00,57.49,41.84,100.00,100.00,False
194778,95.00,58.20,42.14,100.00,100.00,False
195778,95.00,58.87,42.44,100.00,100.00,False
196778,95.00,59.50,42.73,100.00,100.00,False
197778,95.00,60.14,42.99,100.00,100.00,False
198778,95.00,60.74,43.29,100.00,100.00,False
199778,95.00,61.37,43.59,100.00,100.00,False
200778,95.00,62.01,43.89,100.00,100.00,False
201778,95.00,62.68,44.18,100.00,100.00,False
202778,95.00,63.31,44.44,100.00,100.00,False
